股票代碼,流動比率_5Y,速動比率_5Y,利息保障倍數_5Y,負債比_5Y,ROA_5Y,ROE_5Y,毛利率_5Y
9908,511.97,497.21,2112.38,47.38,8.27,11.53,37.47
9910,245.22,153.12,143.89,88.57,25.87,53.35,39.42
9911,289.86,239.95,1634.21,53.68,21.29,31.22,58.61
9914,241.26,141.71,133.12,73.04,17.42,30.55,22.17
9917,190.63,181.51,116.19,82.25,17.8,34.77,60.3
9919,325.92,228.85,13.06,94.49,6.5,12.99,32.43
9921,246.31,141.74,40.13,97.48,11.99,27.46,36.5
9924,422.48,330.77,452.81,53.72,14.85,21.84,35.45
9925,316.16,306.22,102.95,53.81,10.11,14.62,56.08
9927,903.35,489.01,128.7,33.27,15.53,19.13,16.97
9930,164.89,145.58,58.32,85.37,13.82,26.18,25.96
9931,148.34,112.51,17711.36,88.97,7.88,16.89,30.31
9933,211.0,210.36,29.78,121.59,5.42,18.11,11.14
9934,289.83,193.73,15.83,102.51,5.42,11.17,45.34
9935,290.99,212.19,10.39,108.64,9.13,21.94,30.96
9937,52.96,43.09,343.45,91.95,11.97,25.16,19.15
9938,236.58,141.28,31.85,93.42,13.1,27.35,62.24
9939,240.35,183.98,19.3,93.11,9.18,18.7,33.57
9940,519.65,251.11,35.27,103.27,11.7,28.47,50.79
9941,167.69,166.82,4.71,148.62,4.92,29.03,80.02
9942,587.35,377.11,717.2,48.4,18.6,25.82,57.01
9943,356.43,351.38,16652.84,43.67,20.33,25.8,89.71
9945,315.09,92.18,49.46,74.56,16.09,29.68,37.3
9958,425.56,337.21,15.43,90.68,7.96,14.1,26.97
