ROE_5Y,EPS_5Y,毛利率_5Y,現金殖利率,正負樣本,代碼,備註
4.35,0.5,48.73,2.44,-1,3025,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
-6.52,-0.95,24.68,0.19,-1,3046,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
-0.32,-0.07,13.57,4.24,-1,3543,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8.42,1.02,57.25,1.72,-1,5906,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4.47,0.66,5.43,4.93,-1,3052,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4.52,0.86,-16.51,4.56,-1,1423,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9.63,7.98,26.69,2.84,-1,6271,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5.45,0.52,32.17,0.0,-1,2305,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
7.91,1.34,57.08,4.39,-1,1233,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1.48,0.28,9.32,4.5,-1,2402,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4.47,0.48,7.34,1.66,-1,1721,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
-10.62,-1.19,9.03,0.0,-1,2349,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9.62,1.5,11.24,3.47,-1,2504,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
-32.98,-1.98,-9.78,0.0,-1,2443,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5.4,1.01,22.96,2.65,-1,1587,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6.02,0.89,62.59,3.45,-1,4994,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
-16.45,-1.1,8.88,0.0,-1,1506,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
7.05,1.4,21.48,3.1,-1,2484,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
-1.46,-0.16,20.02,3.39,-1,1467,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5.21,0.62,29.42,2.62,-1,2427,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5.22,1.49,9.82,4.05,-1,2029,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2.31,0.33,26.51,2.63,-1,3002,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
-1.13,-0.13,19.03,0.82,-1,1446,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
7.77,1.0,14.05,1.99,-1,1519,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8.45,1.24,16.51,2.15,-1,1514,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4.7,1.06,18.67,5.07,-1,3550,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1.03,0.34,6.65,5.18,-1,1451,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
6.4,0.88,17.1,6.23,-1,1776,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
-8.4,-0.89,13.15,14.95,-1,6152,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
-12.4,-5.66,16.53,26.23,-1,2498,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
4.89,1.79,6.69,6.19,-1,2316,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1.55,0.33,18.23,6.05,-1,3266,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
5.69,3.39,16.53,7.46,-1,2204,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
4.84,0.77,8.14,5.21,-1,1710,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
8.16,1.56,15.33,7.18,-1,1452,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
4.13,2.77,10.25,5.49,-1,2392,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
8.35,2.0,3.39,6.26,-1,2324,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
7.11,1.48,16.05,5.74,-1,1909,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
-71.55,-1.47,3.53,6.12,-1,1512,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
7.27,1.75,14.13,5.3,-1,9905,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
8.65,2.36,18.49,5.42,-1,1530,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
-4.96,-1.04,7.67,9.5,-1,3060,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
-1.69,-0.24,-13.0,9.4,-1,1340,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
-13.63,-4.07,0.96,9.13,-1,3607,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
2.97,2.57,4.42,6.18,-1,3673,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
5.13,1.21,9.95,6.8,-1,1314,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
0.68,0.19,16.38,5.23,-1,1626,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
-1.56,1.7,12.22,29.47,-1,2929,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
8.39,1.69,10.89,5.56,-1,2353,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
9.91,1.93,11.24,5.32,-1,2034,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
-1.14,-0.19,6.19,6.72,-1,2485,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
9.33,1.83,4.61,6.55,-1,2356,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
6.82,1.22,9.76,11.48,-1,2489,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1.71,0.21,8.77,5.47,-1,1108,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
6.86,1.1,5.16,6.14,-1,1608,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
4.45,0.66,15.68,10.23,-1,4930,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
6.67,1.68,1.5,6.72,-1,1439,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
7.14,1.68,13.95,8.54,-1,6108,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
1.44,0.2,19.87,8.6,-1,2537,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
5.71,1.54,13.49,6.06,-1,8249,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
3.94,2.06,11.95,5.43,-1,3015,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
8.43,1.62,13.37,5.3,-1,4532,"ROE_5Y <= 10.035, 現金殖利率 >= 5.045, 毛利率_5Y <= 20.335"
11.23,2.0,19.6,2.0,-1,5706,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
14.39,6.5,11.19,3.22,-1,6278,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
10.21,12.79,11.81,4.59,-1,2247,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
15.09,2.44,11.49,4.2,-1,9937,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
11.79,3.78,15.46,3.67,-1,2301,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
15.71,3.19,15.57,4.03,-1,9930,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
11.94,3.56,17.99,2.02,-1,2351,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
15.27,4.72,19.95,3.21,-1,6416,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
13.25,2.66,13.25,4.79,-1,2352,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
12.35,1.8,7.04,3.58,-1,4967,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
14.84,4.6,12.2,4.07,-1,4915,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
13.56,3.47,17.24,3.89,-1,5285,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
15.24,3.29,16.66,2.53,-1,2313,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
10.13,1.91,18.19,2.9,-1,9931,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
10.42,1.53,9.28,2.57,-1,1225,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
10.64,4.33,11.87,3.44,-1,6285,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
13.36,7.55,16.17,4.41,-1,1315,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
19.29,8.55,18.21,2.78,-1,5288,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
12.03,3.05,13.62,4.11,-1,1210,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
13.18,2.14,17.38,2.18,-1,6141,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
48.52,36.97,6.81,2.62,-1,6669,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
17.52,3.44,19.95,4.49,-1,1808,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
14.56,2.24,13.05,4.24,-1,1615,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
10.32,2.73,12.22,4.41,-1,2006,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
11.96,1.56,16.37,3.95,-1,2012,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
10.91,1.83,15.41,3.6,-1,6282,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
18.33,9.13,13.3,2.4,-1,9914,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
11.43,2.59,18.75,4.14,-1,6552,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
13.16,1.36,18.58,2.56,-1,9935,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
11.47,1.54,15.84,2.74,-1,8215,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
11.5,6.33,13.57,4.11,-1,3596,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
27.85,12.25,10.09,1.42,-1,8454,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
23.37,12.12,17.48,3.39,-1,4439,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
14.98,5.01,11.28,2.68,-1,6196,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
18.21,2.76,11.11,4.24,-1,1309,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
14.31,7.62,8.27,4.62,-1,3010,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
33.7,7.29,19.57,1.98,-1,2345,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
12.9,4.81,17.59,4.59,-1,4927,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
18.27,9.44,12.13,3.99,-1,5434,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
25.42,6.54,11.65,3.45,-1,1232,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
13.25,6.0,19.3,1.4,-1,9802,"ROE_5Y >= 10.035, 現金殖利率 <= 4.905, 毛利率_5Y <= 19.98"
